date,spx,vix,momentum,put_delta,call_delta,contracts,credit,pnl,capital,win,year
2025-02-03,5994.56982421875,18.6200008392334,-0.00294563153584837,0.18,0.12,1,695.5440430645751,695.5440430645751,67882.72159467168,True,2025
2025-02-07,6025.990234375,16.540000915527344,-0.002406999269663257,0.18,0.12,1,678.1191763965467,678.1191763965467,68560.84077106822,True,2025
2025-02-12,6051.97021484375,15.890000343322754,-0.0015688850999495685,0.18,0.12,1,670.9952581440746,670.9952581440746,69231.8360292123,True,2025
2025-02-18,6129.580078125,15.350000381469728,0.010408103818483339,0.12,0.18,1,665.3708524092167,665.3708524092167,69897.20688162152,True,2025
2025-02-21,6013.1298828125,18.209999084472656,-0.01667028248843805,0.18,0.12,1,697.5527171059582,697.5527171059582,70594.75959872747,True,2025
2025-02-26,5956.06005859375,19.100000381469727,-0.030612834442442782,0.2,0.1,1,706.8312025772002,706.8312025772002,71301.59080130467,True,2025
2025-03-19,5675.2900390625,19.899999618530277,0.013571381605854471,0.12,0.18,1,695.2583866280122,695.2583866280122,71996.84918793269,True,2025
2025-03-24,5767.56982421875,17.479999542236328,0.016290352472233982,0.12,0.18,1,674.1897433246152,674.1897433246152,72671.03893125731,True,2025
2025-05-12,5844.18994140625,18.38999938964844,0.034300359022459315,0.1,0.2,1,689.8254929452264,689.8254929452264,73360.86442420253,True,2025
2025-05-16,5958.3798828125,17.239999771118164,0.052734004307985805,0.1,0.2,1,680.5201661672754,680.5201661672754,74041.38459036981,True,2025
2025-05-27,5921.5400390625,18.959999084472656,-0.007052796616976331,0.18,0.12,1,697.3024902033785,697.3024902033785,74738.68708057319,True,2025
2025-05-30,5911.68994140625,18.56999969482422,0.011927432266761295,0.12,0.18,1,691.198709635762,691.198709635762,75429.88579020895,True,2025
2025-06-04,5970.81005859375,17.610000610351562,0.013969526731482773,0.12,0.18,1,684.3514130039068,684.3514130039068,76114.23720321286,True,2025
